frame,time,c1,c2,c3
1,0.025000,-0.0000000000005,0.0000000000005,0
2,0.035000,-0.0000000000005,0.0000000000005,0
3,0.045000,-0.0000000000005,0.0000000000005,0
4,0.055000,-0.0000000000005,0.0000000000005,0
5,0.065000,-0.0000000000005,0.0000000000005,0
6,0.075000,-0.0000000000005,0.0000000000005,0
7,0.085000,-0.0000000000005,0.0000000000005,0
8,0.095000,-0.0000000000005,0.0000000000005,0
9,0.105000,-0.0000000000005,0.0000000000005,0
10,0.115000,-0.0000000000005,0.0000000000005,0
11,0.125000,-0.0000000000005,0.0000000000005,0
12,0.135000,-0.0000000000005,0.0000000000005,0
13,0.145000,-0.0000000000005,0.0000000000005,0
14,0.155000,-0.0000000000005,0.0000000000005,0
15,0.165000,-0.0000000000005,0.0000000000005,0
16,0.175000,-0.0000000000005,0.0000000000005,0
17,0.185000,-0.0000000000005,0.0000000000005,0
18,0.195000,-0.0000000000005,0.0000000000005,0
19,0.205000,-0.0000000000005,0.0000000000005,0
20,0.215000,-0.0000000000005,0.0000000000005,0
21,0.225000,-0.0000000000005,0.0000000000005,0
22,0.235000,-0.0000000000005,0.0000000000005,0
23,0.245000,-0.0000000000005,0.0000000000005,0
24,0.255000,-0.0000000000005,0.0000000000005,0
25,0.265000,-0.0000000000005,0.0000000000005,0
26,0.275000,-0.0000000000005,0.0000000000005,0
27,0.285000,-0.0000000000005,0.0000000000005,0
28,0.295000,-0.0000000000005,0.0000000000005,0
29,0.305000,-0.0000000000005,0.0000000000005,0
30,0.315000,-0.0000000000005,0.0000000000005,0
31,0.325000,-0.0000000000005,0.0000000000005,0
32,0.335000,-0.0000000000005,0.0000000000005,0
33,0.345000,-0.0000000000005,0.0000000000005,0
34,0.355000,-0.0000000000005,0.0000000000005,0
35,0.365000,-0.0000000000005,0.0000000000005,0
36,0.375000,-0.0000000000005,0.0000000000005,0
37,0.385000,-0.0000000000005,0.0000000000005,0
38,0.395000,-0.0000000000005,0.0000000000005,0
39,0.405000,-0.0000000000005,0.0000000000005,0
40,0.415000,-0.0000000000005,0.0000000000005,0
41,0.425000,-0.0000000000005,0.0000000000005,0
42,0.435000,-0.0000000000005,0.0000000000005,0
43,0.445000,-0.0000000000005,0.0000000000005,0
44,0.455000,-0.0000000000005,0.0000000000005,0
45,0.465000,-0.0000000000005,0.0000000000005,0
46,0.475000,-0.0000000000005,0.0000000000005,0
47,0.485000,-0.0000000000005,0.0000000000005,0
48,0.495000,-0.0000000000005,0.0000000000005,0
49,0.505000,-0.0000000000005,0.0000000000005,0
50,0.515000,-0.0000000000005,0.0000000000005,0
51,0.525000,-0.0000000000005,0.0000000000005,0
52,0.535000,-0.0000000000005,0.0000000000005,0
53,0.545000,-0.0000000000005,0.0000000000005,0
54,0.555000,-0.0000000000005,0.0000000000005,0
55,0.565000,-0.0000000000005,0.0000000000005,0
56,0.575000,-0.0000000000005,0.0000000000005,0
57,0.585000,-0.0000000000005,0.0000000000005,0
58,0.595000,-0.0000000000005,0.0000000000005,0
59,0.605000,-0.0000000000005,0.0000000000005,0
60,0.615000,-0.0000000000005,0.0000000000005,0
61,0.625000,-0.0000000000005,0.0000000000005,0
62,0.635000,-0.0000000000005,0.0000000000005,0
63,0.645000,-0.0000000000005,0.0000000000005,0
64,0.655000,-0.0000000000005,0.0000000000005,0
65,0.665000,-0.0000000000005,0.0000000000005,0
66,0.675000,-0.0000000000005,0.0000000000005,0
67,0.685000,-0.0000000000005,0.0000000000005,0
68,0.695000,-0.0000000000005,0.0000000000005,0
69,0.705000,-0.0000000000005,0.0000000000005,0
70,0.715000,-0.0000000000005,0.0000000000005,0
71,0.725000,-0.0000000000005,0.0000000000005,0
72,0.735000,-0.0000000000005,0.0000000000005,0
73,0.745000,-0.0000000000005,0.0000000000005,0
74,0.755000,-0.0000000000005,0.0000000000005,0
75,0.765000,-0.0000000000005,0.0000000000005,0
76,0.775000,-0.0000000000005,0.0000000000005,0
77,0.785000,-0.0000000000005,0.0000000000005,0
78,0.795000,-0.0000000000005,0.0000000000005,0
79,0.805000,-0.0000000000005,0.0000000000005,0
80,0.815000,-0.0000000000005,0.0000000000005,0
81,0.825000,-0.0000000000005,0.0000000000005,0
82,0.835000,-0.0000000000005,0.0000000000005,0
83,0.845000,-0.0000000000005,0.0000000000005,0
84,0.855000,-0.0000000000005,0.0000000000005,0
85,0.865000,-0.0000000000005,0.0000000000005,0
86,0.875000,-0.0000000000005,0.0000000000005,0
87,0.885000,-0.0000000000005,0.0000000000005,0
88,0.895000,-0.0000000000005,0.0000000000005,0
89,0.905000,-0.0000000000005,0.0000000000005,0
90,0.915000,-0.0000000000005,0.0000000000005,0
91,0.925000,-0.0000000000005,0.0000000000005,0
92,0.935000,-0.0000000000005,0.0000000000005,0
93,0.945000,-0.0000000000005,0.0000000000005,0
94,0.955000,-0.0000000000005,0.0000000000005,0
95,0.965000,-0.0000000000005,0.0000000000005,0
96,0.975000,-0.0000000000005,0.0000000000005,0
